interaction_id,interaction_date,agent_id,hcp_id,client_id,channel,interaction_type,duration_minutes,connected,outcome,next_best_action,sentiment_score,script_adherence_pct,compliance_status,adverse_event_flagged
INT001863,2024-07-21,AG038,HCP0109,CL07,Video,Promotional,16,Yes,Connected,Schedule Follow-up,0.34,0.95,Pass,No
INT001864,2025-02-10,AG059,HCP0154,CL06,Email,Onboarding,2,Yes,Connected,Schedule Follow-up,0.74,0.9,Pass,No
INT001865,2024-04-03,AG057,HCP0140,CL06,Portal,Scientific Exchange,3,Yes,Connected,Schedule Follow-up,0.6,0.93,Pass,No
INT001866,2024-03-31,AG034,HCP0159,CL07,Phone,Promotional,20,Yes,Connected,No Action,0.91,1.0,Pass,No
INT001867,2024-12-12,AG049,HCP0010,CL05,Email,Follow-up,4,Yes,Connected,Escalate to MSL,0.63,1.0,Pass,No
INT001868,2025-02-23,AG023,HCP0186,CL06,Email,Promotional,2,Yes,Connected,Send Clinical Data,0.34,0.91,Pass,No
INT001869,2025-03-11,AG059,HCP0202,CL06,Email,Promotional,4,Yes,Connected,Schedule Follow-up,0.44,0.9,Pass,No
INT001870,2024-10-31,AG014,HCP0159,CL02,Email,Onboarding,3,Yes,Connected,Send Clinical Data,0.7,1.0,Pass,No
INT001871,2024-08-17,AG028,HCP0252,CL03,Phone,Promotional,19,Yes,Connected,Escalate to MSL,0.32,1.0,Pass,No
INT001872,2024-09-24,AG007,HCP0172,CL05,Email,Scientific Exchange,2,Yes,Connected,Escalate to MSL,0.88,0.86,Pass,No
INT001873,2025-04-16,AG039,HCP0007,CL02,Phone,Follow-up,0,No,No Answer,Invite to Webinar,0.51,0.9,Pass,No
INT001874,2024-01-28,AG039,HCP0010,CL05,Video,Onboarding,0,No,Voicemail,No Action,0.31,0.95,Pass,No
INT001875,2024-07-17,AG030,HCP0294,CL07,Email,Scientific Exchange,1,Yes,Connected,No Action,0.59,0.85,Pass,No
INT001876,2024-09-30,AG012,HCP0222,CL05,Phone,Promotional,10,Yes,Connected,Sample Drop,0.71,0.82,Pass,No
INT001877,2024-05-01,AG040,HCP0241,CL02,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.56,0.88,Pass,No
INT001878,2025-02-27,AG044,HCP0172,CL05,Email,Scientific Exchange,0,No,Voicemail,Schedule Follow-up,0.24,0.88,Pass,No
INT001879,2025-04-30,AG053,HCP0218,CL06,Phone,Promotional,8,Yes,Connected,Send Clinical Data,0.46,0.91,Pass,No
INT001880,2025-02-24,AG023,HCP0257,CL07,Portal,Promotional,3,Yes,Connected,Sample Drop,0.59,0.99,Pass,No
INT001881,2024-12-25,AG018,HCP0255,CL01,Phone,Scientific Exchange,2,Yes,Connected,Escalate to MSL,0.78,0.82,Pass,No
INT001882,2024-12-23,AG026,HCP0136,CL06,Email,Follow-up,3,Yes,Connected,Sample Drop,0.75,0.82,Pass,No
INT001883,2024-09-04,AG054,HCP0123,CL05,Video,Onboarding,0,No,Voicemail,No Action,0.66,0.91,Pass,No
INT001884,2024-01-28,AG032,HCP0087,CL01,Email,Scientific Exchange,4,Yes,Connected,Send Clinical Data,0.59,0.96,Pass,No
INT001885,2025-06-30,AG029,HCP0179,CL05,Email,Onboarding,4,Yes,Connected,Sample Drop,0.47,0.9,Pass,No
INT001886,2024-01-30,AG060,HCP0207,CL04,Phone,Promotional,9,Yes,Connected,No Action,0.55,0.91,Pass,No
INT001887,2024-09-20,AG015,HCP0235,CL04,Phone,Follow-up,11,Yes,Connected,Schedule Follow-up,0.47,1.0,Pass,No
INT001888,2025-02-08,AG021,HCP0053,CL01,Video,Follow-up,2,Yes,Connected,No Action,0.6,0.82,Pass,No
INT001889,2024-05-19,AG018,HCP0219,CL05,Email,Onboarding,0,No,Declined,No Action,0.51,0.97,Pass,No
INT001890,2024-03-12,AG013,HCP0293,CL08,Phone,Promotional,5,Yes,Connected,Schedule Follow-up,1.0,0.97,Pass,No
INT001891,2024-09-25,AG057,HCP0046,CL01,Phone,Promotional,15,Yes,Connected,Escalate to MSL,0.56,0.95,Pass,No
INT001892,2024-11-25,AG057,HCP0237,CL08,Email,Promotional,2,Yes,Connected,No Action,0.53,0.92,Pass,No
INT001893,2024-07-06,AG056,HCP0191,CL05,Email,Promotional,3,Yes,Connected,No Action,0.61,1.0,Pass,No
INT001894,2024-05-02,AG003,HCP0096,CL08,Phone,Promotional,15,Yes,Connected,Send Clinical Data,0.49,1.0,Pass,No
INT001895,2025-06-17,AG039,HCP0094,CL04,Portal,Promotional,2,Yes,Connected,Sample Drop,0.55,0.89,Pass,No
INT001896,2025-05-16,AG044,HCP0053,CL04,Portal,Promotional,4,Yes,Connected,Escalate to MSL,1.0,0.92,Pass,No
INT001897,2024-11-04,AG005,HCP0023,CL07,Video,Promotional,0,No,Declined,No Action,0.43,0.97,Pass,No
INT001898,2024-01-08,AG034,HCP0138,CL04,Video,Promotional,14,Yes,Connected,Sample Drop,0.44,0.78,Pass,No
INT001899,2025-02-03,AG057,HCP0135,CL03,Email,Promotional,2,Yes,Connected,Sample Drop,0.79,0.97,Pass,No
INT001900,2024-11-19,AG016,HCP0043,CL07,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.77,1.0,Pass,No
INT001901,2024-12-16,AG038,HCP0111,CL01,Phone,Scientific Exchange,0,No,Declined,Send Clinical Data,0.3,0.83,Pass,No
INT001902,2025-02-15,AG028,HCP0028,CL02,Video,Promotional,0,No,Voicemail,No Action,0.35,0.92,Pass,No
INT001903,2024-09-07,AG013,HCP0113,CL01,Portal,Follow-up,2,Yes,Connected,Schedule Follow-up,0.66,0.8,Pass,No
INT001904,2024-05-29,AG029,HCP0061,CL06,Phone,Follow-up,28,Yes,Connected,Invite to Webinar,0.73,0.98,Pass,No
INT001905,2025-01-28,AG039,HCP0183,CL04,Phone,Onboarding,17,Yes,Connected,Escalate to MSL,0.65,1.0,Pass,No
INT001906,2024-10-21,AG009,HCP0029,CL05,Email,Promotional,2,Yes,Connected,Invite to Webinar,0.85,0.93,Pass,No
INT001907,2024-12-03,AG029,HCP0112,CL06,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.61,0.84,Pass,No
INT001908,2024-05-21,AG044,HCP0168,CL04,Email,Scientific Exchange,2,Yes,Connected,No Action,0.53,0.77,Pass,No
INT001909,2025-06-24,AG060,HCP0141,CL03,Email,Follow-up,3,Yes,Connected,Escalate to MSL,0.67,0.94,Pass,No
INT001910,2024-11-06,AG043,HCP0041,CL06,Portal,Promotional,1,Yes,Connected,Sample Drop,0.8,0.81,Pass,No
INT001911,2024-04-27,AG048,HCP0257,CL08,Phone,Follow-up,8,Yes,Connected,Invite to Webinar,0.78,0.8,Pass,No
INT001912,2025-02-26,AG055,HCP0167,CL01,Email,Promotional,4,Yes,Connected,Escalate to MSL,0.63,0.89,Pass,No
INT001913,2025-06-03,AG060,HCP0185,CL06,Video,Promotional,0,No,No Answer,Invite to Webinar,0.36,0.93,Pass,No
INT001914,2024-07-03,AG009,HCP0079,CL08,Email,Promotional,4,Yes,Connected,Sample Drop,0.35,0.79,Pass,No
INT001915,2024-02-09,AG019,HCP0061,CL03,Phone,Scientific Exchange,0,No,Voicemail,Schedule Follow-up,0.22,0.8,Pass,No
INT001916,2024-09-28,AG032,HCP0032,CL05,Video,Follow-up,0,No,Declined,Invite to Webinar,0.33,0.86,Pass,No
INT001917,2024-08-14,AG055,HCP0055,CL07,Email,Promotional,4,Yes,Connected,Sample Drop,0.53,0.84,Pass,No
INT001918,2025-05-17,AG058,HCP0016,CL03,Video,Promotional,13,Yes,Connected,Send Clinical Data,0.6,0.87,Pass,No
INT001919,2024-02-20,AG044,HCP0248,CL07,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.7,1.0,Pass,No
INT001920,2025-03-21,AG022,HCP0145,CL06,Phone,Scientific Exchange,10,Yes,Connected,Send Clinical Data,0.35,1.0,Pass,No
INT001921,2025-06-05,AG008,HCP0218,CL04,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.36,0.73,Review,No
INT001922,2025-04-30,AG036,HCP0183,CL01,Phone,Follow-up,0,No,No Answer,Schedule Follow-up,0.2,0.88,Pass,No
INT001923,2024-09-05,AG024,HCP0169,CL08,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.53,0.89,Pass,No
INT001924,2024-07-20,AG043,HCP0216,CL01,Email,Onboarding,3,Yes,Connected,Escalate to MSL,0.62,0.9,Pass,No
INT001925,2024-08-10,AG006,HCP0048,CL02,Phone,Scientific Exchange,12,Yes,Connected,Escalate to MSL,0.67,0.88,Pass,No
INT001926,2024-03-05,AG028,HCP0125,CL08,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.56,0.81,Pass,No
INT001927,2024-10-06,AG035,HCP0109,CL05,Phone,Onboarding,11,Yes,Connected,Send Clinical Data,0.64,0.84,Pass,No
INT001928,2024-11-10,AG048,HCP0005,CL04,Phone,Follow-up,18,Yes,Connected,Sample Drop,0.92,0.84,Pass,No
INT001929,2024-12-01,AG055,HCP0016,CL05,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.72,0.92,Pass,No
INT001930,2024-09-20,AG006,HCP0282,CL08,Email,Follow-up,2,Yes,Connected,No Action,0.4,0.88,Pass,No
INT001931,2024-01-11,AG053,HCP0112,CL06,Phone,Follow-up,21,Yes,Connected,Send Clinical Data,0.5,0.93,Pass,No
INT001932,2025-06-15,AG041,HCP0194,CL01,Video,Onboarding,0,No,Declined,Schedule Follow-up,0.47,0.77,Pass,No
INT001933,2024-09-29,AG058,HCP0063,CL03,Video,Promotional,0,No,No Answer,No Action,0.34,0.78,Pass,No
INT001934,2024-07-27,AG036,HCP0252,CL03,Phone,Scientific Exchange,15,Yes,Connected,Escalate to MSL,0.92,0.91,Pass,No
INT001935,2025-01-29,AG027,HCP0252,CL05,Email,Onboarding,0,No,Declined,Invite to Webinar,0.4,0.85,Pass,No
INT001936,2024-02-25,AG052,HCP0167,CL08,Email,Follow-up,3,Yes,Connected,Sample Drop,0.64,0.95,Pass,No
INT001937,2025-02-28,AG022,HCP0035,CL03,Portal,Promotional,4,Yes,Connected,Send Clinical Data,0.46,0.91,Pass,No
INT001938,2024-10-25,AG011,HCP0240,CL01,Phone,Scientific Exchange,0,No,Declined,Send Clinical Data,0.56,0.9,Pass,No
INT001939,2025-06-24,AG006,HCP0262,CL07,Email,Promotional,3,Yes,Connected,Sample Drop,0.77,0.94,Pass,No
INT001940,2024-09-26,AG043,HCP0012,CL06,Phone,Promotional,18,Yes,Connected,Send Clinical Data,0.5,1.0,Pass,No
INT001941,2024-02-18,AG059,HCP0096,CL03,Email,Promotional,0,No,Declined,Sample Drop,0.04,1.0,Pass,No
INT001942,2024-03-24,AG009,HCP0107,CL04,Email,Scientific Exchange,1,Yes,Connected,Escalate to MSL,0.62,0.83,Pass,No
INT001943,2024-12-07,AG018,HCP0179,CL08,Portal,Follow-up,3,Yes,Connected,Send Clinical Data,0.37,0.85,Pass,No
INT001944,2024-01-07,AG031,HCP0010,CL03,Phone,Follow-up,18,Yes,Connected,Invite to Webinar,0.74,0.83,Pass,No
INT001945,2025-02-15,AG031,HCP0246,CL06,Phone,Scientific Exchange,31,Yes,Connected,Escalate to MSL,0.55,0.89,Pass,No
INT001946,2024-10-17,AG038,HCP0234,CL05,Phone,Onboarding,0,No,No Answer,Send Clinical Data,0.42,0.97,Pass,No
INT001947,2025-02-27,AG006,HCP0065,CL08,Phone,Follow-up,8,Yes,Connected,Sample Drop,0.72,0.94,Pass,No
INT001948,2024-02-25,AG022,HCP0262,CL01,Phone,Scientific Exchange,10,Yes,Connected,Invite to Webinar,0.59,0.94,Pass,No
INT001949,2025-03-23,AG016,HCP0208,CL08,Video,Promotional,0,No,No Answer,Escalate to MSL,0.76,0.89,Pass,No
INT001950,2025-04-09,AG032,HCP0022,CL07,Email,Scientific Exchange,0,No,No Answer,Invite to Webinar,0.51,0.87,Pass,No
INT001951,2024-10-06,AG039,HCP0104,CL03,Portal,Promotional,2,Yes,Connected,Escalate to MSL,0.67,0.75,Pass,No
INT001952,2024-04-20,AG019,HCP0299,CL06,Portal,Follow-up,4,Yes,Connected,Invite to Webinar,0.8,0.77,Pass,No
INT001953,2024-12-04,AG034,HCP0117,CL01,Phone,Promotional,0,No,Declined,Invite to Webinar,0.45,0.74,Review,No
INT001954,2024-04-10,AG008,HCP0294,CL01,Phone,Scientific Exchange,16,Yes,Connected,Schedule Follow-up,0.25,0.88,Pass,No
INT001955,2025-01-12,AG039,HCP0114,CL04,Phone,Follow-up,0,No,No Answer,Invite to Webinar,0.56,0.93,Pass,No
INT001956,2025-04-04,AG020,HCP0100,CL08,Email,Scientific Exchange,3,Yes,Connected,Schedule Follow-up,0.63,1.0,Pass,No
INT001957,2024-06-22,AG041,HCP0076,CL02,Video,Scientific Exchange,0,No,Declined,Escalate to MSL,0.63,0.84,Pass,No
INT001958,2025-06-25,AG058,HCP0115,CL04,Portal,Follow-up,4,Yes,Connected,Schedule Follow-up,0.67,0.99,Pass,No
INT001959,2024-02-01,AG030,HCP0194,CL08,Phone,Promotional,19,Yes,Connected,Invite to Webinar,0.77,0.89,Pass,No
INT001960,2025-05-14,AG005,HCP0030,CL06,Video,Follow-up,0,No,Declined,Escalate to MSL,0.3,0.82,Pass,No
INT001961,2024-10-30,AG014,HCP0193,CL05,Email,Scientific Exchange,3,Yes,Connected,Sample Drop,0.63,0.89,Pass,No
INT001962,2024-01-07,AG053,HCP0077,CL06,Email,Onboarding,1,Yes,Connected,Escalate to MSL,0.46,0.79,Review,No
INT001963,2024-06-12,AG017,HCP0201,CL03,Video,Promotional,0,No,Declined,No Action,0.26,0.93,Pass,No
INT001964,2024-08-13,AG002,HCP0066,CL07,Video,Follow-up,6,Yes,Connected,No Action,0.56,0.99,Pass,No
INT001965,2025-05-26,AG054,HCP0002,CL02,Email,Follow-up,1,Yes,Connected,Invite to Webinar,0.42,0.9,Pass,No
INT001966,2024-02-20,AG026,HCP0087,CL01,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.41,0.79,Pass,No
INT001967,2025-02-14,AG018,HCP0238,CL03,Email,Promotional,1,Yes,Connected,Sample Drop,0.61,0.96,Pass,No
INT001968,2024-06-20,AG028,HCP0015,CL08,Email,Follow-up,0,No,Declined,Send Clinical Data,0.53,0.77,Pass,No
INT001969,2024-12-26,AG003,HCP0182,CL02,Portal,Promotional,4,Yes,Connected,Schedule Follow-up,0.84,0.94,Pass,No
INT001970,2024-05-03,AG004,HCP0254,CL06,Phone,Promotional,3,Yes,Connected,Escalate to MSL,0.72,0.83,Pass,No
INT001971,2024-12-07,AG009,HCP0058,CL08,Video,Promotional,22,Yes,Connected,Invite to Webinar,0.61,0.86,Pass,No
INT001972,2024-03-23,AG036,HCP0158,CL04,Email,Promotional,4,Yes,Connected,Escalate to MSL,0.53,0.91,Pass,No
INT001973,2024-07-12,AG013,HCP0032,CL07,Portal,Promotional,2,Yes,Connected,Send Clinical Data,0.53,0.85,Pass,No
INT001974,2025-06-11,AG024,HCP0123,CL01,Phone,Scientific Exchange,0,No,Declined,Invite to Webinar,0.57,0.86,Pass,No
INT001975,2025-05-17,AG047,HCP0245,CL06,Phone,Promotional,13,Yes,Connected,Sample Drop,0.54,0.93,Pass,No
INT001976,2024-06-18,AG031,HCP0259,CL02,Phone,Promotional,19,Yes,Connected,Send Clinical Data,0.45,0.89,Pass,No
INT001977,2024-10-10,AG009,HCP0297,CL04,Phone,Follow-up,20,Yes,Connected,Invite to Webinar,0.43,1.0,Pass,No
INT001978,2025-04-14,AG047,HCP0225,CL06,Video,Follow-up,10,Yes,Connected,Sample Drop,0.82,0.85,Pass,No
INT001979,2024-12-04,AG014,HCP0038,CL03,Email,Scientific Exchange,2,Yes,Connected,No Action,0.4,0.86,Pass,No
INT001980,2025-01-17,AG023,HCP0017,CL03,Portal,Promotional,3,Yes,Connected,No Action,0.81,0.8,Pass,No
INT001981,2025-04-16,AG042,HCP0181,CL07,Phone,Promotional,12,Yes,Connected,Schedule Follow-up,0.48,0.88,Pass,No
INT001982,2024-04-18,AG052,HCP0267,CL06,Phone,Promotional,0,No,No Answer,Schedule Follow-up,0.48,0.78,Pass,No
INT001983,2024-06-02,AG051,HCP0035,CL01,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.24,0.9,Pass,No
INT001984,2024-06-08,AG059,HCP0001,CL02,Video,Follow-up,20,Yes,Connected,Invite to Webinar,0.47,0.78,Pass,No
INT001985,2025-05-26,AG038,HCP0126,CL06,Email,Onboarding,3,Yes,Connected,Schedule Follow-up,0.37,0.95,Pass,No
INT001986,2024-11-05,AG055,HCP0097,CL05,Email,Promotional,4,Yes,Connected,Sample Drop,0.28,0.87,Pass,No
INT001987,2024-06-22,AG059,HCP0166,CL05,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.79,0.92,Pass,No
INT001988,2024-03-04,AG043,HCP0128,CL05,Phone,Follow-up,8,Yes,Connected,Escalate to MSL,0.39,0.95,Pass,No
INT001989,2024-03-19,AG060,HCP0175,CL05,Email,Scientific Exchange,4,Yes,Connected,Schedule Follow-up,0.94,0.95,Pass,No
INT001990,2024-04-19,AG029,HCP0296,CL06,Phone,Promotional,13,Yes,Connected,No Action,0.94,0.95,Pass,No
INT001991,2024-12-09,AG022,HCP0205,CL02,Phone,Scientific Exchange,0,No,Declined,Sample Drop,0.5,0.88,Pass,No
INT001992,2024-03-09,AG008,HCP0099,CL04,Email,Promotional,1,Yes,Connected,Sample Drop,0.98,0.95,Pass,No
INT001993,2024-06-30,AG058,HCP0221,CL06,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.77,0.9,Pass,No
INT001994,2024-10-03,AG052,HCP0156,CL03,Phone,Follow-up,0,No,Voicemail,Escalate to MSL,0.26,0.83,Pass,No
INT001995,2024-07-13,AG008,HCP0149,CL02,Phone,Follow-up,4,Yes,Connected,Escalate to MSL,0.47,0.9,Pass,No
INT001996,2024-06-04,AG008,HCP0146,CL03,Phone,Scientific Exchange,0,No,No Answer,Schedule Follow-up,0.47,0.86,Pass,No
INT001997,2024-03-16,AG040,HCP0260,CL05,Email,Scientific Exchange,0,No,Voicemail,Invite to Webinar,0.59,0.86,Pass,No
INT001998,2024-11-15,AG035,HCP0076,CL08,Phone,Follow-up,9,Yes,Connected,Sample Drop,0.47,0.83,Pass,No
INT001999,2024-07-14,AG045,HCP0296,CL02,Portal,Onboarding,2,Yes,Connected,Schedule Follow-up,0.26,0.89,Pass,No
INT002000,2024-09-13,AG034,HCP0162,CL03,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.26,0.9,Pass,No
INT002001,2024-06-10,AG001,HCP0065,CL03,Portal,Follow-up,0,No,Declined,Schedule Follow-up,0.14,0.92,Pass,No
INT002002,2025-04-30,AG009,HCP0161,CL04,Portal,Onboarding,2,Yes,Connected,No Action,0.8,0.91,Pass,No
INT002003,2025-04-26,AG002,HCP0160,CL03,Email,Follow-up,4,Yes,Connected,Sample Drop,0.83,0.81,Pass,No
INT002004,2024-08-11,AG004,HCP0277,CL08,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.34,0.94,Pass,No
INT002005,2025-04-18,AG003,HCP0190,CL02,Phone,Follow-up,0,No,Voicemail,Send Clinical Data,0.56,0.86,Pass,No
INT002006,2024-08-27,AG023,HCP0142,CL03,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.44,0.84,Pass,No
INT002007,2024-07-15,AG036,HCP0164,CL03,Phone,Follow-up,0,No,No Answer,Invite to Webinar,0.35,0.91,Pass,No
INT002008,2025-04-12,AG041,HCP0086,CL08,Email,Promotional,1,Yes,Connected,Invite to Webinar,0.43,0.89,Pass,No
INT002009,2024-11-22,AG015,HCP0041,CL06,Email,Scientific Exchange,4,Yes,Connected,Send Clinical Data,0.9,0.87,Pass,No
INT002010,2024-10-31,AG020,HCP0240,CL01,Phone,Follow-up,0,No,Voicemail,Escalate to MSL,0.27,0.97,Pass,No
INT002011,2024-01-12,AG019,HCP0296,CL07,Phone,Scientific Exchange,14,Yes,Connected,Sample Drop,0.25,1.0,Pass,No
INT002012,2024-04-13,AG059,HCP0297,CL06,Phone,Follow-up,12,Yes,Connected,Send Clinical Data,0.81,0.91,Pass,No
INT002013,2024-04-11,AG053,HCP0097,CL01,Video,Promotional,9,Yes,Connected,Schedule Follow-up,0.79,0.95,Pass,No
INT002014,2024-12-09,AG039,HCP0211,CL08,Phone,Scientific Exchange,24,Yes,Connected,Invite to Webinar,0.32,0.93,Pass,Yes
INT002015,2025-05-29,AG002,HCP0129,CL02,Email,Scientific Exchange,0,No,No Answer,No Action,0.7,0.92,Pass,No
INT002016,2025-06-22,AG056,HCP0021,CL04,Portal,Follow-up,1,Yes,Connected,Escalate to MSL,0.75,0.93,Pass,No
INT002017,2024-05-02,AG042,HCP0292,CL04,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.5,0.82,Pass,No
INT002018,2024-11-09,AG058,HCP0083,CL08,Video,Onboarding,3,Yes,Connected,Escalate to MSL,0.65,0.83,Pass,No
INT002019,2024-12-08,AG054,HCP0106,CL04,Portal,Scientific Exchange,4,Yes,Connected,Escalate to MSL,0.71,0.95,Pass,No
INT002020,2024-02-08,AG057,HCP0133,CL01,Phone,Follow-up,12,Yes,Connected,Schedule Follow-up,0.64,0.89,Pass,No
INT002021,2024-03-05,AG009,HCP0035,CL03,Phone,Follow-up,8,Yes,Connected,No Action,0.69,0.92,Pass,No
INT002022,2024-01-12,AG041,HCP0282,CL08,Email,Follow-up,2,Yes,Connected,Send Clinical Data,0.65,0.85,Pass,No
INT002023,2025-02-25,AG043,HCP0066,CL01,Phone,Follow-up,0,No,Declined,Sample Drop,0.47,0.93,Pass,No
INT002024,2024-11-06,AG005,HCP0024,CL01,Phone,Promotional,11,Yes,Connected,Send Clinical Data,0.58,0.96,Pass,No
INT002025,2024-03-28,AG004,HCP0242,CL03,Email,Promotional,3,Yes,Connected,No Action,0.75,0.79,Pass,No
INT002026,2024-08-10,AG025,HCP0040,CL08,Email,Onboarding,4,Yes,Connected,Escalate to MSL,0.81,0.81,Pass,No
INT002027,2024-06-13,AG031,HCP0238,CL02,Phone,Promotional,19,Yes,Connected,Schedule Follow-up,0.41,0.89,Pass,No
INT002028,2025-04-12,AG018,HCP0260,CL08,Phone,Scientific Exchange,13,Yes,Connected,Invite to Webinar,0.8,0.75,Pass,No
INT002029,2024-04-19,AG015,HCP0144,CL02,Email,Follow-up,4,Yes,Connected,Sample Drop,0.64,0.93,Pass,No
INT002030,2024-05-23,AG057,HCP0249,CL06,Email,Promotional,1,Yes,Connected,Schedule Follow-up,0.35,0.92,Pass,No
INT002031,2024-08-21,AG024,HCP0143,CL05,Email,Follow-up,4,Yes,Connected,Escalate to MSL,0.42,0.99,Pass,No
INT002032,2024-07-09,AG021,HCP0216,CL08,Phone,Onboarding,0,No,Voicemail,Schedule Follow-up,0.54,0.95,Pass,No
INT002033,2025-04-05,AG044,HCP0178,CL06,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.72,0.88,Pass,No
INT002034,2024-04-18,AG046,HCP0212,CL08,Email,Onboarding,2,Yes,Connected,Schedule Follow-up,0.51,0.82,Pass,No
INT002035,2024-03-10,AG048,HCP0020,CL08,Video,Follow-up,2,Yes,Connected,Schedule Follow-up,0.59,1.0,Pass,No
INT002036,2024-11-14,AG051,HCP0089,CL05,Phone,Follow-up,3,Yes,Connected,Escalate to MSL,0.65,0.95,Pass,No
INT002037,2025-05-24,AG028,HCP0210,CL08,Phone,Promotional,0,No,No Answer,Schedule Follow-up,0.37,0.92,Pass,No
INT002038,2024-11-30,AG045,HCP0133,CL07,Email,Scientific Exchange,1,Yes,Connected,No Action,0.62,0.83,Pass,No
INT002039,2025-06-26,AG050,HCP0025,CL05,Email,Promotional,4,Yes,Connected,Escalate to MSL,0.64,0.91,Pass,No
INT002040,2024-04-13,AG040,HCP0248,CL05,Email,Follow-up,2,Yes,Connected,No Action,0.79,0.89,Pass,No
INT002041,2024-07-15,AG029,HCP0257,CL03,Phone,Follow-up,12,Yes,Connected,Schedule Follow-up,0.5,0.92,Pass,No
INT002042,2024-05-07,AG006,HCP0262,CL07,Video,Scientific Exchange,18,Yes,Connected,Send Clinical Data,0.71,0.87,Pass,No
INT002043,2024-06-07,AG030,HCP0189,CL02,Portal,Promotional,3,Yes,Connected,Sample Drop,0.78,0.92,Pass,No
INT002044,2024-06-07,AG057,HCP0196,CL08,Phone,Onboarding,0,No,Voicemail,Send Clinical Data,0.7,0.84,Pass,No
INT002045,2024-01-12,AG008,HCP0038,CL06,Phone,Promotional,19,Yes,Connected,No Action,0.84,0.78,Pass,No
INT002046,2024-06-16,AG007,HCP0127,CL07,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.72,0.88,Pass,No
INT002047,2025-03-10,AG056,HCP0218,CL08,Email,Onboarding,3,Yes,Connected,Schedule Follow-up,0.73,0.83,Pass,No
INT002048,2024-10-08,AG008,HCP0210,CL02,Portal,Promotional,3,Yes,Connected,Sample Drop,0.63,0.95,Pass,No
INT002049,2024-10-03,AG021,HCP0108,CL08,Video,Onboarding,20,Yes,Connected,Escalate to MSL,0.61,0.98,Pass,No
INT002050,2024-07-30,AG038,HCP0160,CL01,Phone,Scientific Exchange,21,Yes,Connected,Invite to Webinar,0.41,0.88,Pass,No
INT002051,2025-04-06,AG048,HCP0171,CL03,Email,Scientific Exchange,4,Yes,Connected,Send Clinical Data,0.49,1.0,Pass,No
INT002052,2025-02-03,AG024,HCP0133,CL05,Portal,Promotional,4,Yes,Connected,Sample Drop,0.43,0.91,Pass,No
INT002053,2025-03-20,AG051,HCP0126,CL01,Phone,Scientific Exchange,7,Yes,Connected,Send Clinical Data,0.71,0.83,Pass,No
INT002054,2024-10-24,AG048,HCP0235,CL06,Video,Follow-up,12,Yes,Connected,Invite to Webinar,0.38,0.84,Pass,No
INT002055,2024-12-28,AG052,HCP0195,CL01,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.74,0.92,Pass,No
INT002056,2024-02-01,AG013,HCP0223,CL01,Phone,Promotional,27,Yes,Connected,No Action,0.62,0.93,Pass,No
INT002057,2024-02-28,AG037,HCP0074,CL07,Portal,Promotional,0,No,No Answer,Send Clinical Data,0.37,0.86,Pass,No
INT002058,2024-09-30,AG009,HCP0191,CL01,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.49,0.91,Pass,No
INT002059,2024-09-25,AG030,HCP0286,CL06,Phone,Onboarding,23,Yes,Connected,Sample Drop,0.69,0.83,Pass,No
INT002060,2024-10-21,AG060,HCP0157,CL06,Email,Promotional,1,Yes,Connected,Invite to Webinar,0.77,1.0,Pass,No
INT002061,2024-05-12,AG047,HCP0074,CL08,Video,Promotional,20,Yes,Connected,No Action,0.86,0.94,Pass,No
INT002062,2025-01-10,AG025,HCP0053,CL08,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.4,0.88,Pass,No
INT002063,2024-05-14,AG006,HCP0084,CL07,Phone,Scientific Exchange,15,Yes,Connected,Escalate to MSL,0.66,0.91,Pass,No
INT002064,2024-05-18,AG046,HCP0083,CL01,Email,Follow-up,3,Yes,Connected,No Action,0.55,0.89,Pass,No
INT002065,2025-04-12,AG050,HCP0216,CL08,Email,Promotional,2,Yes,Connected,Send Clinical Data,0.58,0.96,Pass,No
INT002066,2025-01-23,AG047,HCP0069,CL08,Email,Promotional,2,Yes,Connected,Schedule Follow-up,1.0,0.99,Pass,Yes
INT002067,2025-01-26,AG032,HCP0226,CL03,Phone,Scientific Exchange,0,No,Declined,Sample Drop,0.67,0.84,Pass,No
