UsageID,UsageDate,RepID,Drug,TherapyArea,Topic,QueryType,AnswerQuality,TimeToAnswerSec,TimeSavedMinutes,UsedInHCPInteraction,UserSatisfaction,HCPID
MSL-002022,2025-09-30,REP-021,DrugBeta-50mg,Rare Disease,Combination Therapy,Live During HCP Call,Fully Answered,11.4,13.1,1,4,HCP-0042
MSL-002023,2025-09-30,REP-021,DrugBeta-50mg,Rare Disease,Competitor Comparison,Self-Study,Redirected to Medical,27.5,0,0,1,
MSL-002024,2025-09-30,REP-021,DrugGamma-200mg,Rare Disease,Subgroup Analysis,Post-Call Follow-up,No Answer Found,34.0,0,0,2,
MSL-002025,2025-09-30,REP-021,CardioPlus-25mg,Rare Disease,Off-label Evidence Request,Self-Study,Fully Answered,7.5,6.3,0,5,
MSL-002026,2025-10-01,REP-002,DrugBeta-50mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Partially Answered,12.3,20.7,0,4,
MSL-002027,2025-10-01,REP-002,NeuroX-75mg,Oncology,Subgroup Analysis,Live During HCP Call,Fully Answered,7.3,10.3,1,4,HCP-0351
MSL-002028,2025-10-01,REP-002,DrugAlpha-100mg,Oncology,Guidelines / Protocols,Self-Study,Redirected to Medical,20.5,0,0,1,
MSL-002029,2025-10-01,REP-002,DrugBeta-50mg,Oncology,Patient Selection Criteria,Live During HCP Call,Fully Answered,7.8,18.6,1,5,HCP-0068
MSL-002030,2025-10-01,REP-002,NeuroX-75mg,Oncology,Off-label Evidence Request,Self-Study,Fully Answered,9.3,22.1,0,5,
MSL-002031,2025-10-01,REP-004,CardioPlus-25mg,Cardiology,Drug Interactions,Live During HCP Call,Fully Answered,9.6,9.3,1,5,HCP-0430
MSL-002032,2025-10-01,REP-004,CardioPlus-25mg,Cardiology,Clinical Trial Data,Live During HCP Call,Redirected to Medical,22.3,0,0,1,
MSL-002033,2025-10-01,REP-004,NeuroX-75mg,Cardiology,Guidelines / Protocols,Post-Call Follow-up,Redirected to Medical,22.2,0,0,2,
MSL-002034,2025-10-01,REP-004,DrugGamma-200mg,Cardiology,Drug Interactions,Pre-Meeting Prep,Fully Answered,10.4,17.8,0,4,
MSL-002035,2025-10-01,REP-008,CardioPlus-25mg,Immunology,Subgroup Analysis,Live During HCP Call,Fully Answered,8.6,18.1,1,5,HCP-0350
MSL-002036,2025-10-01,REP-008,CardioPlus-25mg,Immunology,Clinical Trial Data,Live During HCP Call,Fully Answered,8.5,6.0,0,5,
MSL-002037,2025-10-01,REP-009,DrugBeta-50mg,Cardiology,Mechanism of Action,Self-Study,No Answer Found,16.1,0,0,1,
MSL-002038,2025-10-01,REP-009,CardioPlus-25mg,Cardiology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,11.3,10.3,0,5,
MSL-002039,2025-10-01,REP-010,NeuroX-75mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,6.7,10.5,0,5,
MSL-002040,2025-10-01,REP-010,DrugAlpha-100mg,Immunology,Off-label Evidence Request,Live During HCP Call,Fully Answered,6.7,7.4,0,5,
MSL-002041,2025-10-01,REP-015,DrugGamma-200mg,Oncology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,8.0,22.0,0,5,
MSL-002042,2025-10-01,REP-015,CardioPlus-25mg,Oncology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,9.4,15.1,1,5,HCP-0027
MSL-002043,2025-10-01,REP-015,DrugBeta-50mg,Oncology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,9.5,13.7,1,4,HCP-0407
MSL-002044,2025-10-01,REP-015,DrugGamma-200mg,Oncology,Competitor Comparison,Pre-Meeting Prep,Partially Answered,10.6,8.7,1,4,HCP-0097
MSL-002045,2025-10-01,REP-015,CardioPlus-25mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,No Answer Found,30.6,0,0,1,
MSL-002046,2025-10-01,REP-015,CardioPlus-25mg,Oncology,Guidelines / Protocols,Post-Call Follow-up,Partially Answered,12.2,13.1,0,3,
MSL-002047,2025-10-01,REP-017,CardioPlus-25mg,Immunology,Combination Therapy,Live During HCP Call,Fully Answered,4.5,8.1,1,5,HCP-0185
MSL-002048,2025-10-01,REP-017,DrugBeta-50mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,10.0,9.7,0,4,
MSL-002049,2025-10-01,REP-017,NeuroX-75mg,Immunology,Off-label Evidence Request,Self-Study,Fully Answered,9.4,3.9,0,5,
MSL-002050,2025-10-01,REP-017,NeuroX-75mg,Immunology,Dosing Guidelines,Self-Study,Fully Answered,10.4,9.8,0,4,
MSL-002051,2025-10-01,REP-017,DrugAlpha-100mg,Immunology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,4.2,15.1,0,4,
MSL-002052,2025-10-01,REP-021,DrugGamma-200mg,Rare Disease,Pharmacokinetics,Self-Study,Fully Answered,5.6,11.4,0,5,
MSL-002053,2025-10-01,REP-021,DrugAlpha-100mg,Rare Disease,Adverse Events / Safety,Pre-Meeting Prep,No Answer Found,32.9,0,0,3,
MSL-002054,2025-10-01,REP-021,DrugGamma-200mg,Rare Disease,Real-World Evidence,Pre-Meeting Prep,Redirected to Medical,39.7,0,0,2,
MSL-002055,2025-10-01,REP-021,NeuroX-75mg,Rare Disease,Real-World Evidence,Pre-Meeting Prep,No Answer Found,28.3,0,0,2,
MSL-002056,2025-10-02,REP-002,CardioPlus-25mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,7.5,13.0,0,5,
MSL-002057,2025-10-02,REP-002,DrugGamma-200mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,No Answer Found,20.4,0,0,1,
MSL-002058,2025-10-02,REP-002,DrugBeta-50mg,Oncology,Off-label Evidence Request,Pre-Meeting Prep,Partially Answered,7.6,6.9,1,3,HCP-0087
MSL-002059,2025-10-02,REP-002,CardioPlus-25mg,Oncology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,13.2,12.8,0,5,
MSL-002060,2025-10-02,REP-002,NeuroX-75mg,Oncology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,10.6,13.9,1,5,HCP-0142
MSL-002061,2025-10-02,REP-002,DrugAlpha-100mg,Oncology,Combination Therapy,Pre-Meeting Prep,No Answer Found,22.9,0,0,2,
MSL-002062,2025-10-02,REP-002,DrugGamma-200mg,Oncology,Real-World Evidence,Live During HCP Call,Fully Answered,6.4,10.3,1,4,HCP-0096
MSL-002063,2025-10-02,REP-004,DrugAlpha-100mg,Cardiology,Combination Therapy,Live During HCP Call,Fully Answered,5.9,3.8,1,5,HCP-0470
MSL-002064,2025-10-02,REP-004,CardioPlus-25mg,Cardiology,Competitor Comparison,Live During HCP Call,Fully Answered,5.4,14.4,1,4,HCP-0322
MSL-002065,2025-10-02,REP-004,DrugGamma-200mg,Cardiology,Clinical Trial Data,Live During HCP Call,Partially Answered,17.1,9.7,1,3,HCP-0277
MSL-002066,2025-10-02,REP-004,DrugAlpha-100mg,Cardiology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,11.3,15.8,0,5,
MSL-002067,2025-10-02,REP-004,NeuroX-75mg,Cardiology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,8.2,18.5,0,4,
MSL-002068,2025-10-02,REP-008,DrugGamma-200mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Partially Answered,18.0,18.4,1,3,HCP-0131
MSL-002069,2025-10-02,REP-008,CardioPlus-25mg,Immunology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,3.4,12.1,1,5,HCP-0218
MSL-002070,2025-10-02,REP-008,DrugAlpha-100mg,Immunology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,5.2,17.2,0,5,
MSL-002071,2025-10-02,REP-009,CardioPlus-25mg,Cardiology,Adverse Events / Safety,Live During HCP Call,Partially Answered,19.0,13.6,1,4,HCP-0486
MSL-002072,2025-10-02,REP-009,CardioPlus-25mg,Cardiology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,11.4,15.0,0,5,
MSL-002073,2025-10-02,REP-009,DrugGamma-200mg,Cardiology,Dosing Guidelines,Self-Study,Fully Answered,6.8,11.4,0,5,
MSL-002074,2025-10-02,REP-009,CardioPlus-25mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,7.3,21.7,0,5,
MSL-002075,2025-10-02,REP-009,DrugGamma-200mg,Cardiology,Guidelines / Protocols,Post-Call Follow-up,Partially Answered,17.6,11.2,0,2,
MSL-002076,2025-10-02,REP-010,DrugGamma-200mg,Immunology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,13.2,4.2,1,5,HCP-0063
MSL-002077,2025-10-02,REP-010,NeuroX-75mg,Immunology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,6.2,12.5,1,5,HCP-0124
MSL-002078,2025-10-02,REP-010,DrugAlpha-100mg,Immunology,Clinical Trial Data,Live During HCP Call,Fully Answered,13.2,13.3,0,5,
MSL-002079,2025-10-02,REP-010,DrugAlpha-100mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,4.1,16.9,1,5,HCP-0257
MSL-002080,2025-10-02,REP-010,NeuroX-75mg,Immunology,Dosing Guidelines,Self-Study,Fully Answered,13.0,2,0,4,
MSL-002081,2025-10-02,REP-016,CardioPlus-25mg,Neurology,Competitor Comparison,Live During HCP Call,Fully Answered,9.0,7.0,0,5,
MSL-002082,2025-10-02,REP-016,DrugAlpha-100mg,Neurology,Adverse Events / Safety,Live During HCP Call,Fully Answered,9.2,17.7,1,5,HCP-0461
MSL-002083,2025-10-02,REP-016,CardioPlus-25mg,Neurology,Guidelines / Protocols,Pre-Meeting Prep,Redirected to Medical,39.9,0,0,1,
MSL-002084,2025-10-02,REP-017,NeuroX-75mg,Immunology,Biomarker Data,Post-Call Follow-up,Fully Answered,5.9,8.2,0,5,
MSL-002085,2025-10-02,REP-017,NeuroX-75mg,Immunology,Real-World Evidence,Live During HCP Call,Fully Answered,7.6,14.7,1,5,HCP-0118
MSL-002086,2025-10-02,REP-017,NeuroX-75mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Partially Answered,4.4,10.0,1,2,HCP-0148
MSL-002087,2025-10-02,REP-017,DrugGamma-200mg,Immunology,Drug Interactions,Pre-Meeting Prep,Partially Answered,14.2,14.6,1,3,HCP-0056
MSL-002088,2025-10-02,REP-017,DrugGamma-200mg,Immunology,Dosing Guidelines,Self-Study,Redirected to Medical,35.0,0,0,1,
MSL-002089,2025-10-02,REP-021,NeuroX-75mg,Rare Disease,Mechanism of Action,Pre-Meeting Prep,Fully Answered,10.0,9.9,1,5,HCP-0300
MSL-002090,2025-10-02,REP-021,DrugAlpha-100mg,Rare Disease,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,8.9,14.7,1,5,HCP-0432
MSL-002091,2025-10-02,REP-021,NeuroX-75mg,Rare Disease,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,7.6,7.1,1,5,HCP-0065
MSL-002092,2025-10-02,REP-021,DrugBeta-50mg,Rare Disease,Off-label Evidence Request,Pre-Meeting Prep,No Answer Found,28.5,0,0,2,
MSL-002093,2025-10-03,REP-002,DrugAlpha-100mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,9.9,6.6,1,5,HCP-0340
MSL-002094,2025-10-03,REP-002,CardioPlus-25mg,Oncology,Mechanism of Action,Post-Call Follow-up,Fully Answered,9.5,16.6,0,4,
MSL-002095,2025-10-03,REP-002,NeuroX-75mg,Oncology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,9.9,16.3,1,5,HCP-0085
MSL-002096,2025-10-03,REP-002,DrugBeta-50mg,Oncology,Off-label Evidence Request,Post-Call Follow-up,No Answer Found,26.1,0,0,2,
MSL-002097,2025-10-03,REP-002,DrugBeta-50mg,Oncology,Patient Selection Criteria,Self-Study,Fully Answered,9.0,14.7,0,5,
MSL-002098,2025-10-03,REP-002,DrugAlpha-100mg,Oncology,Clinical Trial Data,Post-Call Follow-up,Redirected to Medical,28.6,0,0,1,
MSL-002099,2025-10-03,REP-002,DrugGamma-200mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,2.3,17.6,0,4,
MSL-002100,2025-10-03,REP-002,DrugGamma-200mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Redirected to Medical,30.9,0,0,1,
MSL-002101,2025-10-03,REP-004,NeuroX-75mg,Cardiology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,8.3,15.0,1,5,HCP-0491
MSL-002102,2025-10-03,REP-004,DrugBeta-50mg,Cardiology,Mechanism of Action,Live During HCP Call,Fully Answered,6.4,7.0,1,5,HCP-0397
MSL-002103,2025-10-03,REP-004,DrugBeta-50mg,Cardiology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,12.9,18.1,0,4,
MSL-002104,2025-10-03,REP-004,DrugAlpha-100mg,Cardiology,Mechanism of Action,Post-Call Follow-up,Fully Answered,6.8,7.8,0,4,
MSL-002105,2025-10-03,REP-008,DrugGamma-200mg,Immunology,Long-term Outcomes,Self-Study,Fully Answered,12.9,20.0,0,4,
MSL-002106,2025-10-03,REP-008,CardioPlus-25mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Partially Answered,19.4,7.8,0,3,
MSL-002107,2025-10-03,REP-008,DrugGamma-200mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,7.7,9.9,1,5,HCP-0438
MSL-002108,2025-10-03,REP-009,DrugBeta-50mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,8.5,21.1,1,4,HCP-0424
MSL-002109,2025-10-03,REP-009,DrugBeta-50mg,Cardiology,Clinical Trial Data,Pre-Meeting Prep,No Answer Found,37.4,0,0,3,
MSL-002110,2025-10-03,REP-009,DrugGamma-200mg,Cardiology,Dosing Guidelines,Self-Study,Fully Answered,12.1,18.8,0,5,
MSL-002111,2025-10-03,REP-009,CardioPlus-25mg,Cardiology,Pharmacokinetics,Pre-Meeting Prep,Partially Answered,8.5,24.8,1,4,HCP-0131
MSL-002112,2025-10-03,REP-010,DrugBeta-50mg,Immunology,Pharmacokinetics,Post-Call Follow-up,Fully Answered,9.8,18.2,0,4,
MSL-002113,2025-10-03,REP-010,CardioPlus-25mg,Immunology,Clinical Trial Data,Live During HCP Call,Partially Answered,15.1,18.2,1,3,HCP-0402
MSL-002114,2025-10-03,REP-015,DrugBeta-50mg,Oncology,Pharmacokinetics,Pre-Meeting Prep,Redirected to Medical,15.1,0,0,1,
MSL-002115,2025-10-03,REP-015,DrugBeta-50mg,Oncology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,13.6,16.9,1,5,HCP-0043
MSL-002116,2025-10-03,REP-015,DrugAlpha-100mg,Oncology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,3.0,11.3,0,5,
MSL-002117,2025-10-03,REP-015,CardioPlus-25mg,Oncology,Biomarker Data,Pre-Meeting Prep,Partially Answered,19.8,14.3,1,3,HCP-0480
MSL-002118,2025-10-03,REP-015,DrugGamma-200mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,6.8,13.6,1,4,HCP-0439
MSL-002119,2025-10-03,REP-015,NeuroX-75mg,Oncology,Patient Selection Criteria,Live During HCP Call,Fully Answered,11.1,11.0,1,5,HCP-0011
MSL-002120,2025-10-03,REP-016,DrugGamma-200mg,Neurology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,8.2,13.1,1,5,HCP-0115
MSL-002121,2025-10-03,REP-016,DrugAlpha-100mg,Neurology,Combination Therapy,Post-Call Follow-up,Redirected to Medical,11.3,0,0,3,
MSL-002122,2025-10-03,REP-016,NeuroX-75mg,Neurology,Real-World Evidence,Self-Study,Fully Answered,11.5,12.3,0,5,
MSL-002123,2025-10-03,REP-017,CardioPlus-25mg,Immunology,Biomarker Data,Post-Call Follow-up,Fully Answered,4.4,7.6,0,4,
MSL-002124,2025-10-03,REP-021,DrugAlpha-100mg,Rare Disease,Subgroup Analysis,Live During HCP Call,Partially Answered,8.0,2.7,1,3,HCP-0072
MSL-002125,2025-10-06,REP-002,CardioPlus-25mg,Oncology,Competitor Comparison,Self-Study,Fully Answered,7.3,12.6,0,5,
MSL-002126,2025-10-06,REP-002,DrugBeta-50mg,Oncology,Real-World Evidence,Self-Study,Fully Answered,2.5,14.3,0,5,
MSL-002127,2025-10-06,REP-002,NeuroX-75mg,Oncology,Long-term Outcomes,Self-Study,No Answer Found,16.0,0,0,3,
MSL-002128,2025-10-06,REP-004,DrugBeta-50mg,Cardiology,Biomarker Data,Live During HCP Call,Fully Answered,6.6,12.6,1,5,HCP-0457
MSL-002129,2025-10-06,REP-004,NeuroX-75mg,Cardiology,Subgroup Analysis,Live During HCP Call,No Answer Found,31.5,0,0,1,
MSL-002130,2025-10-06,REP-004,NeuroX-75mg,Cardiology,Off-label Evidence Request,Pre-Meeting Prep,No Answer Found,19.4,0,0,1,
MSL-002131,2025-10-06,REP-004,NeuroX-75mg,Cardiology,Mechanism of Action,Live During HCP Call,Fully Answered,11.7,11.3,1,5,HCP-0395
MSL-002132,2025-10-06,REP-004,DrugBeta-50mg,Cardiology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,7.5,12.2,1,4,HCP-0059
MSL-002133,2025-10-06,REP-004,DrugGamma-200mg,Cardiology,Biomarker Data,Live During HCP Call,No Answer Found,38.4,0,0,3,
MSL-002134,2025-10-06,REP-004,NeuroX-75mg,Cardiology,Off-label Evidence Request,Pre-Meeting Prep,Redirected to Medical,16.9,0,0,2,
MSL-002135,2025-10-06,REP-008,CardioPlus-25mg,Immunology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,5.9,14.3,0,5,
MSL-002136,2025-10-06,REP-008,NeuroX-75mg,Immunology,Clinical Trial Data,Post-Call Follow-up,No Answer Found,16.5,0,0,2,
MSL-002137,2025-10-06,REP-008,NeuroX-75mg,Immunology,Drug Interactions,Live During HCP Call,Fully Answered,13.9,12.0,1,5,HCP-0318
MSL-002138,2025-10-06,REP-009,DrugAlpha-100mg,Cardiology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,9.1,13.3,0,5,
MSL-002139,2025-10-06,REP-010,NeuroX-75mg,Immunology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,7.3,10.6,1,4,HCP-0118
MSL-002140,2025-10-06,REP-010,DrugBeta-50mg,Immunology,Guidelines / Protocols,Post-Call Follow-up,Fully Answered,13.6,11.5,0,5,
MSL-002141,2025-10-06,REP-010,CardioPlus-25mg,Immunology,Patient Selection Criteria,Self-Study,Fully Answered,5.7,6.1,0,5,
MSL-002142,2025-10-06,REP-015,NeuroX-75mg,Oncology,Adverse Events / Safety,Self-Study,No Answer Found,19.0,0,0,3,
MSL-002143,2025-10-06,REP-015,NeuroX-75mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Redirected to Medical,15.5,0,0,1,
MSL-002144,2025-10-06,REP-015,DrugBeta-50mg,Oncology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,8.6,12.2,0,4,
MSL-002145,2025-10-06,REP-016,DrugAlpha-100mg,Neurology,Clinical Trial Data,Self-Study,Fully Answered,7.4,6.6,0,5,
MSL-002146,2025-10-06,REP-016,DrugBeta-50mg,Neurology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,9.8,6.2,1,5,HCP-0248
MSL-002147,2025-10-06,REP-016,DrugAlpha-100mg,Neurology,Combination Therapy,Pre-Meeting Prep,Fully Answered,7.5,13.9,1,5,HCP-0448
MSL-002148,2025-10-06,REP-016,DrugGamma-200mg,Neurology,Subgroup Analysis,Live During HCP Call,Fully Answered,8.0,18.0,1,5,HCP-0260
MSL-002149,2025-10-06,REP-017,DrugAlpha-100mg,Immunology,Mechanism of Action,Post-Call Follow-up,Fully Answered,10.6,13.7,0,5,
MSL-002150,2025-10-06,REP-017,DrugGamma-200mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,10.3,12.6,1,4,HCP-0016
MSL-002151,2025-10-06,REP-017,DrugBeta-50mg,Immunology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,10.2,9.2,0,5,
MSL-002152,2025-10-06,REP-017,CardioPlus-25mg,Immunology,Mechanism of Action,Live During HCP Call,Redirected to Medical,14.1,0,0,2,
MSL-002153,2025-10-06,REP-021,NeuroX-75mg,Rare Disease,Off-label Evidence Request,Self-Study,Fully Answered,6.3,7.0,0,4,
MSL-002154,2025-10-06,REP-021,DrugAlpha-100mg,Rare Disease,Dosing Guidelines,Live During HCP Call,Fully Answered,5.3,13.8,1,5,HCP-0276
MSL-002155,2025-10-06,REP-021,DrugAlpha-100mg,Rare Disease,Competitor Comparison,Pre-Meeting Prep,Fully Answered,5.4,5.1,0,4,
MSL-002156,2025-10-06,REP-021,DrugGamma-200mg,Rare Disease,Combination Therapy,Post-Call Follow-up,Fully Answered,12.9,15.6,0,5,
MSL-002157,2025-10-07,REP-002,NeuroX-75mg,Oncology,Dosing Guidelines,Self-Study,Fully Answered,11.1,6.7,0,4,
MSL-002158,2025-10-07,REP-002,DrugBeta-50mg,Oncology,Combination Therapy,Self-Study,Fully Answered,9.3,10.7,0,4,
MSL-002159,2025-10-07,REP-002,DrugAlpha-100mg,Oncology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,6.6,10.6,0,5,
MSL-002160,2025-10-07,REP-002,CardioPlus-25mg,Oncology,Adverse Events / Safety,Self-Study,Fully Answered,10.2,16.3,0,5,
MSL-002161,2025-10-07,REP-004,NeuroX-75mg,Cardiology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,5.8,15.7,0,5,
MSL-002162,2025-10-07,REP-004,NeuroX-75mg,Cardiology,Competitor Comparison,Post-Call Follow-up,No Answer Found,15.1,0,0,3,
MSL-002163,2025-10-07,REP-004,CardioPlus-25mg,Cardiology,Clinical Trial Data,Post-Call Follow-up,Partially Answered,14.9,13.0,0,2,
MSL-002164,2025-10-07,REP-004,CardioPlus-25mg,Cardiology,Clinical Trial Data,Live During HCP Call,Fully Answered,11.8,6.7,0,5,
MSL-002165,2025-10-07,REP-008,DrugBeta-50mg,Immunology,Off-label Evidence Request,Post-Call Follow-up,Redirected to Medical,15.1,0,0,2,
MSL-002166,2025-10-07,REP-008,DrugAlpha-100mg,Immunology,Off-label Evidence Request,Live During HCP Call,Fully Answered,9.0,15.0,1,4,HCP-0409
MSL-002167,2025-10-07,REP-008,NeuroX-75mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,6.4,16.5,1,5,HCP-0064
MSL-002168,2025-10-07,REP-008,CardioPlus-25mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,9.5,11.1,1,5,HCP-0239
MSL-002169,2025-10-07,REP-008,CardioPlus-25mg,Immunology,Biomarker Data,Live During HCP Call,Fully Answered,9.5,23.6,1,5,HCP-0152
MSL-002170,2025-10-07,REP-009,DrugAlpha-100mg,Cardiology,Drug Interactions,Post-Call Follow-up,Fully Answered,9.5,14.3,0,5,
MSL-002171,2025-10-07,REP-009,NeuroX-75mg,Cardiology,Clinical Trial Data,Live During HCP Call,Fully Answered,12.0,18.1,1,4,HCP-0474
MSL-002172,2025-10-07,REP-010,DrugBeta-50mg,Immunology,Mechanism of Action,Self-Study,Fully Answered,8.7,22.0,0,4,
MSL-002173,2025-10-07,REP-010,CardioPlus-25mg,Immunology,Biomarker Data,Self-Study,Fully Answered,9.4,8.1,0,5,
MSL-002174,2025-10-07,REP-010,DrugGamma-200mg,Immunology,Subgroup Analysis,Self-Study,Fully Answered,7.4,8.4,0,5,
MSL-002175,2025-10-07,REP-010,DrugGamma-200mg,Immunology,Drug Interactions,Pre-Meeting Prep,Fully Answered,8.9,12.9,1,5,HCP-0084
MSL-002176,2025-10-07,REP-010,NeuroX-75mg,Immunology,Off-label Evidence Request,Post-Call Follow-up,No Answer Found,20.6,0,0,1,
MSL-002177,2025-10-07,REP-016,NeuroX-75mg,Neurology,Mechanism of Action,Post-Call Follow-up,Fully Answered,7.0,8.6,0,5,
MSL-002178,2025-10-07,REP-016,DrugAlpha-100mg,Neurology,Guidelines / Protocols,Live During HCP Call,Fully Answered,12.6,15.7,1,5,HCP-0035
MSL-002179,2025-10-07,REP-016,DrugBeta-50mg,Neurology,Patient Selection Criteria,Live During HCP Call,Fully Answered,5.6,6.1,1,5,HCP-0371
MSL-002180,2025-10-07,REP-016,NeuroX-75mg,Neurology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,9.8,14.1,1,4,HCP-0135
MSL-002181,2025-10-07,REP-016,DrugGamma-200mg,Neurology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,11.7,7.2,1,5,HCP-0203
MSL-002182,2025-10-07,REP-017,DrugBeta-50mg,Immunology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,11.8,13.5,0,5,
MSL-002183,2025-10-07,REP-017,NeuroX-75mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,1,9.2,1,5,HCP-0327
MSL-002184,2025-10-07,REP-017,DrugBeta-50mg,Immunology,Dosing Guidelines,Post-Call Follow-up,No Answer Found,21.5,0,0,3,
MSL-002185,2025-10-07,REP-017,DrugBeta-50mg,Immunology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,8.6,9.9,1,4,HCP-0483
MSL-002186,2025-10-07,REP-017,DrugBeta-50mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,4.6,17.3,1,4,HCP-0182
MSL-002187,2025-10-07,REP-017,DrugAlpha-100mg,Immunology,Long-term Outcomes,Live During HCP Call,No Answer Found,31.2,0,0,1,
MSL-002188,2025-10-07,REP-017,DrugBeta-50mg,Immunology,Dosing Guidelines,Live During HCP Call,Fully Answered,7.1,11.3,1,4,HCP-0178
MSL-002189,2025-10-07,REP-021,CardioPlus-25mg,Rare Disease,Real-World Evidence,Pre-Meeting Prep,Fully Answered,11.6,2.1,1,5,HCP-0244
MSL-002190,2025-10-08,REP-004,DrugBeta-50mg,Cardiology,Adverse Events / Safety,Self-Study,Partially Answered,18.3,15.9,0,2,
MSL-002191,2025-10-08,REP-008,DrugGamma-200mg,Immunology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,4.8,11.3,0,5,
MSL-002192,2025-10-08,REP-008,DrugAlpha-100mg,Immunology,Biomarker Data,Post-Call Follow-up,Partially Answered,12.8,9.6,0,3,
MSL-002193,2025-10-08,REP-008,CardioPlus-25mg,Immunology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,10.6,4.5,1,4,HCP-0479
MSL-002194,2025-10-08,REP-009,DrugGamma-200mg,Cardiology,Pharmacokinetics,Post-Call Follow-up,Partially Answered,11.3,2,0,4,
